Image Name,Comment
aespa1.txt,닝닝아
aespa1.txt,MY WIFES
aespa1.txt,anjay gercep💋
aespa1.txt,🖤🖤🔥🔥
aespa1.txt,ANJAYY
aespa1.txt,❤️
aespa1.txt,can't stop staring at winter.
aespa1.txt,❤️
aespa1.txt,😆👍
aespa1.txt,Gada yg bisa nandingi AURA HOT nya Giselle 🙌🔥😭😍👏
aespa1.txt,THAT'S HOT G @aerichandesu 🔥🔥🔥🔥🔥🔥🔥🔥
aespa1.txt,minhas
aespa1.txt,the font is freaky..
aespa1.txt,Divaaaas
aespa1.txt,GIGI🔥🔥🔥🔥
aespa1.txt,Gigiiiiii❤️
aespa1.txt,EXCUSE ME???!?!
aespa1.txt,Giselle's outfit😭🔥
aespa1.txt,Freaky font‼️🎀
aespa1.txt,Queens😍
aespa1.txt,😍😍😍😍😍😍
aespa1.txt,GISELLEEEEEE
aespa1.txt,❤️❤️❤️❤️
aespa1.txt,why does giselle's outfit look simple comparing to other outfits again 😿
aespa1.txt,𝓯𝓻𝓮𝓪𝓴𝔂 ahh font 💀
aespa1.txt,😍😍😍😍
aespa1.txt,Bingung mo pilih yg mana 😭
aespa1.txt,🖤
aespa1.txt,q me bese la rubia
aespa1.txt,#TREATGISELLEBETTER
aespa1.txt,EU AMO TANTO VOCES
aespa1.txt,mães
aespa1.txt,😍😍😍😍😍
aespa1.txt,❤️❤️
aespa1.txt,The love i have for them 😩
aespa1.txt,DIVAS
aespa1.txt,Hermosas mis bebotas💗😍
aespa1.txt,syantiknyaa....
aespa1.txt,"Minhas,só minhas 😍"
aespa1.txt,menyala sayangku❤️‍🔥
aespa1.txt,😍😍😍😍😍
aespa1.txt,ni lagu lama lama candu juga si
aespa1.txt,the description with the freaky font 😝
aespa1.txt,😍😍
aespa1.txt,omg Giselle so pretty💗💗💗 but why but why are his clothes always plain?
aespa1.txt,maravilhosas minhas lindas💋💋💗💗💗💗
aespa1.txt,❤️❤️🙌🙌
aespa1.txt,freaky ahh font
aespa1.txt,😍😍😍😍😍
aespa1.txt,KIM MINJEOOOOOOONG
aespa1.txt,يحلووووكممممممم😭😭😭
aespa1.txt,MARAVILHOSASS
aespa1.txt,Minhas
aespa1.txt,😍😍😍😍
aespa1.txt,minhas lindas
aespa1.txt,HELP WHY THE 𝓯𝓻𝓮𝓪𝓴𝔂 FONT? 😭😭😭
aespa1.txt,Винтер😍😍😍💗💗🔥🔥
aespa1.txt,Aw in hmeltha😍🔥
aespa1.txt,LOVEYA GIRLS
aespa1.txt,Divas✨
aespa1.txt,KARINAAAAaAAA😭🔥🔥
aespa1.txt,looking super extra fine today 🔥
aespa1.txt,Why did they use the 𝓯𝓻𝓮𝓪𝓴𝔂 font
aespa1.txt,🖤
aespa1.txt,mães
aespa1.txt,🔥
aespa1.txt,Winter looking like a doll & karina looking like barbie both so stunning 😘💖💖💖💖💖💖
aespa1.txt,❤️❤️
aespa1.txt,the 𝓯𝓸𝓷𝓽 😛
aespa1.txt,Ningning 😍😍😍😍😍
aespa1.txt,😍
aespa1.txt,Get well soon ningning💗💗
aespa1.txt,Ningning I love youu💗😭
aespa1.txt,❤️❤️❤️
aespa1.txt,NICE😍🔥
aespa1.txt,ATEEE
aespa1.txt,Winter pegame
aespa1.txt,Dyvasss
aespa1.txt,❤️❤️❤️❤️
aespa1.txt,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
aespa1.txt,💗💗💗💗💗
aespa1.txt,💚💚💚
aespa1.txt,You are four multiversal goddesses. You are four multiversal superheroines.
aespa1.txt,Imma get it doonnnneeeeeeeeee...🔥🔥
aespa1.txt,LAS AMO HERMOSAS
aespa1.txt,4人の美女達❤︎✌️
aespa1.txt,😍😍😍😍😍😍
aespa1.txt,Love you Karina Giselle Ningning Winter 😍❤️ absolutely gorgeous 😍❤️
aespa1.txt,NINGSELLE there to serve face 😭😍
aespa1.txt,😍🔥❤️
aespa1.txt,GORGEOUS OMG
aespa1.txt,las amooo
aespa1.txt,🙋☕🤩👍👍
aespa1.txt,かっこよすぎる
aespa1.txt,QUEENS 😍😍😍
aespa1.txt,BRAZIL LOVES YOU 🇧🇷🇧🇷🇧🇷🇧🇷
aespa1.txt,❤️
aespa1.txt,❤️
aespa1.txt,GISELLE TE AMOOOOO 💗💗
aespa1.txt,Giselle ❤️
aespa1.txt,I love you Giselle 💗
aespa1.txt,Freaky font
aespa1.txt,😍
aespa1.txt,"Winter kayak robot bajunya, futuristik ceunah"
aespa1.txt,Holalasaml
aespa1.txt,Winter is literally the prettiest omg-
aespa1.txt,😍😍😍😍
aespa1.txt,🔥🙌🔥🙌🔥🙌🔥
aespa1.txt,SAYANGGG
aespa1.txt,🔥🔥🔥❤️
aespa1.txt,😍😍😍😍
aespa1.txt,tolong tendang aku ke korea sekarang juga😭
aespa1.txt,😍🖤❤️‍🔥🔥
aespa1.txt,keren bgt ❤️
aespa1.txt,🔥🔥🔥🔥
aespa1.txt,They're literally so beautiful
aespa1.txt,Giselle🫶😍
aespa1.txt,winter barbie bgt😭💗
aespa1.txt,MINHAS
aespa1.txt,eu te amo
aespa1.txt,nenéns
aespa1.txt,why are they usnng the freak font
aespa1.txt,Ningning
aespa1.txt,cantik sekali sayang sayangku 💗💗💗
aespa1.txt,Giselle keliatan elegan banget 😍
aespa1.txt,❤️❤️❤️❤️
aespa1.txt,Does anyone know if the girlies are coming to NYC? 🥹🥹🥹
aespa1.txt,slayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
aespa1.txt,Giselle🔥
aespa1.txt,aespa❤️
aespa1.txt,Karina mirip taeyeon disini
aespa1.txt,@youngg_0 빛이 난다 빛이..... 시력 잃음
aespa1.txt,duh cewe cewe gw
aespa1.txt,Waduhhhhhhhhh😭🖤🖤
aespa1.txt,Big Eminem 👉🏻 @eminem
aespa1.txt,Big Eminem 👉🏻 @eminem
aespa1.txt,QUEEEN😍
aespa1.txt,😍
aespa1.txt,Winter unreal 😭😍
aespa1.txt,winter❤️😍
aespa1.txt,😭😭멋있어 ㅎㅎ 🙌🙌
aespa1.txt,AS MAIORES
aespa1.txt,Giselle Z 🔥
aespa1.txt,❤️
aespa1.txt,They are so prettu
aespa1.txt,aespa I love u.
aespa1.txt,omg the 𝓯𝓻𝓮𝓪𝓴𝔂 font i love you girliess
aespa1.txt,Giselle ❤️😍
aespa1.txt,So pretty OT4 !! ❤️
aespa1.txt,I’m visiting Seoul in july but how do I know the concerts available during July?
aespa1.txt,ส๊วยยยยยยยย!😭❤️
aespa1.txt,ganda talaga ng mga bes ko
aespa1.txt,NINGNINGGGGGGG
aespa1.txt,Jxksnskksifoee
aespa1.txt,THE FONTS
aespa1.txt,🕺🏻
aespa1.txt,😍😍
aespa1.txt,"Has Ning Ning recovered?, because at k-wave yesterday Ning Ning was not present."
aespa1.txt,Jijel🔥😍
aespa1.txt,😍😍😍😍😍
aespa1.txt,Giselle 🔥🔥🔥
aespa1.txt,GISELLE 😍
aespa1.txt,giselle 🔥
aespa1.txt,ningning
aespa1.txt,CANTIK CANTIK BANGET 💗💗💗
aespa1.txt,🔥🔥
aespa1.txt,Giselle OMG
aespa1.txt,The massive 4 charisma amazing vocals and true passion for music that what makes aespa special 💗💗💗💗
aespa1.txt,YO GISELLE 🔥🖤
aespa1.txt,"Pacar ak yang di pojok kiri.,gaboleh sama🙏🏻🙏🏻"
aespa1.txt,SERU😍
aespa1.txt,Karina 😭🔥
aespa1.txt,my gigi rocks every plain outfit like nobody could i love you aerii kisses🩷🩷🩷
aespa1.txt,AERI's fit 😭😭💋
aespa1.txt,KARINAAAA
aespa1.txt,Crown this queens🔥
aespa1.txt,😍😍😍😍😍
aespa1.txt,♡
aespa1.txt,Pangling liat ningning😭😭😭
aespa1.txt,Bro's using the 𝓯𝓻𝓮𝓪𝓴𝔂 font
aespa1.txt,amori
aespa1.txt,Gigi body goals🤝🔥
aespa1.txt,💗💗
aespa1.txt,🔥🔥🔥🔥
aespa1.txt,😍😍
aespa1.txt,Itu Giselle kayak minta aku gak sih?
aespa1.txt,宁宁
aespa1.txt,In love~~ 😍❤️🙌
aespa1.txt,WINTERRRRRRRR💗
aespa1.txt,Omg winter🔥
aespa1.txt,💗
aespa1.txt,Love🖤
aespa1.txt,Winter❤️
aespa1.txt,💗💗💗
aespa1.txt,ningning ai bgt
aespa1.txt,giselle 😍😍
aespa1.txt,Wie Schön💗🌙💙🦋⭐💗
aespa1.txt,😍❤️😍😍❤️😍❤️😍❤️😍❤️😍❤️😍😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️😍❤️❤️😍❤️😍😍😍❤️😍❤️😍❤️😍😍😍❤️😍
aespa1.txt,❤️❤️❤️🔥🔥
aespa1.txt,🖤✨
aespa1.txt,Winterrrrrrr
aespa1.txt,GiGi🖤🔥
aespa1.txt,Giselle all black😭 so stunning kamuuuu neng.
aespa1.txt,mommy g💍💍💍
aespa1.txt,ningning plsss
aespa1.txt,펑택이마트
aespa1.txt,I love u girls 💗
aespa1.txt,WINTER!!!!!!!!!!!!!
aespa1.txt,GISELLEEEEEEEEEEE😭😭😭😭😭🖤
aespa1.txt,이번 스타일리스트 누구야 진짜 헤메코 만만세다
aespa1.txt,wow ate them fits up so pretty
aespa1.txt,4 pilarr kehidupannn gwejj😍😍💐💐
aespa1.txt,GISELLE KAMU CAKEP BANGET GILAKKKK🖤😍😍💗😭🖤🖤🤍🤍🤍🤍
aespa1.txt,karinaaa sama winterrr plesss mirip banget 😍
aespa1.txt,🖤🖤🖤🖤
aespa1.txt,waduh mbak aeri
aespa1.txt,ningning😍
aespa1.txt,열번찍어안넘어가는나무없다는데제가지금1038473615142647번찍고있는데……….제나무(카리나)언제넘어오죠
aespa1.txt,Giselle tuh punya cwe tau ni aku tag orangnya ya
aespa1.txt,🧎🏻‍♀️🧎🏻‍♀️🧎🏻‍♀️🧎🏻‍♀️
aespa1.txt,😳💘
aespa1.txt,"Lisa, rose, jeni, jisu, betul ya?"
aespa1.txt,😍😍
aespa1.txt,MY GIRLS LOOK SO GOOD 😍❤️‍🔥
aespa1.txt,giselle😍❤️
aespa1.txt,GISELLE!!!!
aespa1.txt,MEOWWWWWWWWW
aespa1.txt,Ningning 😍😍😍😍
aespa1.txt,winterr 🧎🏼‍♀️🔥
aespa1.txt,💝🌹Simply Beautiful & Gorgeous- A World Class Act 🌹💝
aespa1.txt,Anjay
aespa1.txt,Mbak giselle cantinaaa 😭❤️
aespa1.txt,GISELLEEEEEE😍😍😍😍😍
aespa1.txt,GISELLE🔥🔥🔥💗💗
aespa1.txt,winter🤍
aespa1.txt,they got the 𝓯𝓻𝓮𝓪𝓴𝔂 font
aespa1.txt,Karina 🖤
aespa1.txt,จีเซลสวยมาก แต่ชุดดรอปกว่าคนอื่นอีกแล้ว น้อยใจอ่า
aespa1.txt,足ほっっっそい
aespa1.txt,GISELLE MOTHER 🔥😭
aespa1.txt,oh e oh ey oh
aespa1.txt,🔥❤️
aespa1.txt,😍😍😍😍😍
aespa1.txt,🇧🇷🇧🇷🇧🇷 Maravilhosas..... 👏👏👏👏
aespa1.txt,amo vocês minhas lindonass 💗
aespa1.txt,❤️
aespa1.txt,❤️❤️❤️
aespa1.txt,Winter mi patrona😍🔥
aespa1.txt,WHATS WITH THE FREAKY FONT
aespa1.txt,giselle😍😍😍
aespa1.txt,Cantik cantik bgt ya😭
aespa1.txt,JIJEELLLLL OH MY GOSHHH 💋💋💋💋💋💋
aespa1.txt,Better run kata gw 😍😍😍😍
aespa1.txt,q temazo xdios
aespa1.txt,Perfect Giselle ✨💗
aespa1.txt,"Giselle perfeita, linda, maravilhosa, gatona, espetacular!!🤌✨💖"
aespa1.txt,ANG GAGANDA GAGI
aespa1.txt,HOY KISS NYO NGA KO
aespa1.txt,SI GISELLE GAGI ARRARARARATATEARARRARA
aespa1.txt,NANGANGAGAT AKO PERO SA INYO NANGKIKISS LANG
aespa1.txt,MWMAMWAMAMWMWNAMMWMAA
aespa1.txt,AUDIZ ANO BAAAAAAAAAAAAAAAAAA
aespa1.txt,GISELLEEE ❤️❤️❤️❤️
aespa1.txt,GIGIIIIIIIIIIIIIIIII 💙💙💙
aespa1.txt,slayselle
aespa1.txt,AERIIIII😭😭😭❤️🔥🔥
aespa1.txt,not the freaky font😭😭😭
aespa1.txt,❤️❤️
aespa1.txt,Winter🫦😚😍🫶🏻🔥🔥
aespa1.txt,Winter💙💙💙
aespa1.txt,not the 𝓯𝓻𝓮𝓪𝓴𝔂 font
aespa1.txt,😍😍🔥🔥
aespa1.txt,❤️❤️❤️❤️
aespa1.txt,kenapa kalian milih israel 😭
aespa1.txt,I Love You Ningning ❤️❤️❤️❤️
aespa1.txt,si cantik
aespa1.txt,Manusia ai smua
aespa1.txt,Se sacaron uno de los mejores álbumes del año🎉
aespa1.txt,❤️❤️❤️❤️🔥🔥🔥🔥
aespa1.txt,WHY THE FREAKY FONT
aespa1.txt,@imnotningning 😍😍
aespa1.txt,Giselle 😭💗
aespa1.txt,My karina & ningning😭💗🤍🙌
aespa1.txt,ningning 😢😢😢😢❤️
aespa1.txt,GISELLE 💗💗💗
aespa1.txt,아진짜 짱스파 다들 너무예뻐......다들 키 진짜크고 날씬하다 😢❤️
aespa1.txt,💗💗💗💗
aespa1.txt,omg Giselle 😩❤️
aespa1.txt,🔥🔥🔥🔥
aespa1.txt,Produk jepang emang beda wkwk
aespa1.txt,winter💗
aespa1.txt,닝아아름다워
aespa1.txt,me when do smthing : ame get it doneeeeeeennnnnnn
aespa1.txt,😍💗🖤💗🖤💗🖤💗🖤
aespa1.txt,hy sayang..
aespa1.txt,Perfeitas 💗
aespa1.txt,wow bgt cantiknya🔥😭🖤
aespa1.txt,they look unreal 😫😫
aespa1.txt,Blonde Winter is life!
aespa1.txt,GISELEEEEE 💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗
aespa1.txt,AMO VCS
aespa1.txt,❤️❤️❤️❤️
aespa1.txt,🖤🖤🖤🖤🖤🖤🖤
aespa1.txt,🤍🤍🤍🤍🤍🤍🤍🤍
aespa1.txt,GISELLE??????🖤🖤🖤🖤🖤
aespa1.txt,NINGNING AHHHHHHH😭😭😭🔥🔥🔥🔥
aespa1.txt,KARINA BEAUTIFULLL
aespa1.txt,WINTER AMAZING🤍🤍🤍🤍
aespa1.txt,Oei oei oei ooooo
aespa1.txt,GISELLEEEE
aespa1.txt,Karina Aya?
aespa1.txt,Ning Ning ❤️
aespa1.txt,Omg I was just there!!!!!!
aespa1.txt,🔥🔥🔥🔥😭😭😭😭
aespa1.txt,Giselle be my wife
aespa1.txt,Ningning❤️🔥
aespa1.txt,Giselle words can't express how much I'm in love with you. Everytime I see you my heart melts and skips a beat 💓
aespa1.txt,💮♥️🌺💖💮♥️🌺💖💮♥️🌺💖💮♥️🌺💖💮♥️🌺💖💮♥️🌺💖💮♥️🌺💖💮♥️🌺💖💮♥️🌺💖💮♥️🌺💖
aespa1.txt,❤️❤️🥰🥰😍😍😍
aespa1.txt,Sumpahh nih lagu kerennnn banget 😭😭😭🔥🔥
aespa1.txt,OMG GISELLE😍🔥🙌
aespa1.txt,𝓯𝓻𝓮𝓪𝓴𝔂 ahh font 😭😭
aespa1.txt,❤️
aespa1.txt,Why do they have the 𝓯𝓻𝓮𝓪𝓴𝔂 font tho 😭
aespa1.txt,ÆSPA FOREVER 🙌🔥
aespa1.txt,Ningning🖤
aespa1.txt,👽🫶
aespa1.txt,why is aespa using the freak font..
aespa1.txt,THE FREAK FONT
aespa1.txt,너무 이뻐 진짜 언니들 사랑해요😭❤️
aespa1.txt,I LOVE GISELLE'S OUTFIT OMGGG
aespa1.txt,"Giselle wow, very beautiful 😍😍"
aespa1.txt,2 NİNG İÇİN ÖLMÜŞÜM🦭😘
aespa1.txt,I like the photo and the outfit they wore
aespa1.txt,GISELLE🧎‍♀️🧎‍♀️🧎‍♀️
aespa1.txt,Gigi好美
aespa1.txt,Giselle
aespa1.txt,Giselle❤️
aespa1.txt,Giselle🙌
aespa1.txt,Giselle🔥
aespa1.txt,Giselle👏
aespa1.txt,Giselle😍
aespa1.txt,Giselle😮
aespa1.txt,Giselle😂
aespa1.txt,❤️❤️Giselle
aespa1.txt,❤️❤️❤️Giselle
aespa1.txt,🔥Giselle🔥
aespa1.txt,🙌Giselle🙌
aespa1.txt,👏👏Giselle
aespa1.txt,😍😍Giselle
aespa1.txt,MY WOMAN❤️🔥
aespa1.txt,嘛嘛
aespa1.txt,嘛嘛脸好小
aespa1.txt,嘛嘛
aespa1.txt,啊啊嘛嘛。
aespa1.txt,嘛嘛们
aespa1.txt,GISELLE WOI
aespa1.txt,宁艺卓萌萌的很安心
aespa1.txt,MY GIRLL 🙌❤️
aespa1.txt,Winteooo
aespa1.txt,Are you guys gonna get it done?
aespa1.txt,MOTHER GIGI
aespa1.txt,❤🔥
aespa1.txt,윈터님이 왤케180이셔🔥
aespa1.txt,AURA GISELLE MENYALA BGT🔥
aespa1.txt,uvveeee uveee ya
aespa1.txt,❤️❤️❤️❤️❤️❤️
aespa1.txt,P
aespa1.txt,太美了四秒表
aespa1.txt,Marry me ningning😭🖤
aespa1.txt,geloo
aespa1.txt,GISELLE 🔥🔥🔥😍😍😍
aespa1.txt,Ma honey karinaaaaaa🫦💋
aespa1.txt,Giseeellee
aespa1.txt,😍😍😍😍😍
aespa1.txt,ning😢
aespa1.txt,Giselle n Ningning😍😍
aespa1.txt,Giselle have mercy
aespa1.txt,🫦🫦🫦🫦🫦🫦🫦
aespa1.txt,I Love aespa💗💗
aespa1.txt,"jika memiliki istri satu pusing, kenapa ga empat aja? btw mau sama aku ga kak????😚🫵🏻❤️"
aespa1.txt,hermosisimas💗
aespa1.txt,Animekkkkk
aespa1.txt,trip.com有票
aespa1.txt,EH NINGNING BUSET DAH CANTIKKK BGTT😭😭
aespa1.txt,언니들 너무 이뻐요!!😻😻 노래도 넘 좋아서 잘 듯고 잇어요💗💗
aespa1.txt,what are THOSE fonts
aespa1.txt,🖤🖤🖤🖤
aespa1.txt,👑👑👑🥹
aespa1.txt,Wow Giselle
aespa1.txt,♥︎♥︎♥︎🇧🇷
aespa1.txt,They got the 𝓯𝓻𝓮𝓪𝓴𝔂 font
aespa1.txt,giselle on top 🖤🔥
aespa1.txt,You all look so pretty❤️
aespa1.txt,🙌🙌
aespa1.txt,宁宁我宣你❤️
aespa1.txt,NINGNING🔥
aespa1.txt,Gaya gaya nya iku ikutan black pink
aespa1.txt,당신은 매우 아름답습니다!
aespa1.txt,MY GISELLE SO PRETTY
aespa1.txt,gisellee💞💞💞💞💗💗
aespa1.txt,Lindas veyr
aespa1.txt,giselle 🔥
aespa1.txt,Cuti❤️❤️❤️❤️❤️
aespa1.txt,冬宁美美哒😍
aespa1.txt,WINTER !! ❤❤
aespa1.txt,i thought that is blackpink 😞😞
aespa1.txt,ningning😍😍😍😍
aespa1.txt,Giselle🔥🔥🔥
aespa1.txt,MY GIRLS!!❤️🔥😍
aespa1.txt,oh my winter
aespa1.txt,Rania - Masquerade 🔥🔥
aespa1.txt,❤️
aespa1.txt,❤️
aespa1.txt,🔥🔥
aespa1.txt,🤍
aespa1.txt,Idh keduaaa
aespa1.txt,Anjayyy
aespa1.txt,my girls always eat
aespa1.txt,🖤🖤🖤🖤
aespa1.txt,Weowowowow
aespa1.txt,Ejsjsjdjxhxhdndncjcc
aespa1.txt,에스파 좋아하면 눌러 --->
aespa1.txt,😍😍🙌🙌o#😂❤️😂🙌🙌
aespa1.txt,여자다여자
aespa1.txt,Damm aespa 🔥
aespa1.txt,Gercep bangett dapet sijamet dong yaa
aespa1.txt,karinaaa 🔥
aespa1.txt,❤️😍
aespa1.txt,SLAYYY
aespa1.txt,MONTHERS!!!
aespa1.txt,azek neg isel
aespa1.txt,Wowwwww
aespa1.txt,😍🔥
aespa1.txt,Karina ❤️❤️❤️🔥🔥
aespa1.txt,LINDASS
aespa1.txt,AMO VCS
aespa1.txt,winter❤️
aespa1.txt,宁艺卓🔥
aespa1.txt,SLAYY QUEENS 🔥🔥
aespa1.txt,visual group
aespa1.txt,EARLY 🔥🔥🔥
aespa1.txt,Karina❤️
aespa1.txt,ok mommy gigi?!🔥❤️
aespa1.txt,Amo
aespa1.txt,❤️❤️❤️
aespa1.txt,ATEE
aespa1.txt,woo winter😍
aespa1.txt,Cakep cakep amat neng ae
aespa1.txt,cantikku🔥
aespa1.txt,CANTIKK BGTTT🔥
aespa1.txt,🔥🔥🔥🔥🔥🔥
aespa1.txt,えりちゃああああん
aespa1.txt,Winter looks like barbie 🫰👄
aespa1.txt,Armageddon shoot Armageddon
aespa1.txt,💟💟💟💟
aespa1.txt,❤️
aespa1.txt,pacar ku smw
aespa1.txt,🔥🔥🔥🔥
aespa1.txt,barbie hidup
aespa1.txt,😍😍😍😍
aespa1.txt,AESPA JJANG ❤️🔥
aespa1.txt,😍
aespa1.txt,gakuaddd visualnya 🫠✨
aespa1.txt,Wow
aespa1.txt,Badas 🔥
aespa1.txt,kayin
aespa1.txt,aespa copying soty
aespa1.txt,GAGANDA
aespa1.txt,❤️❤️❤️
aespa1.txt,I am so happy to see you every day😍
aespa1.txt,MOTHERS🔥🙌🙌
aespa1.txt,cewek cewek kuuu😍😍
aespa1.txt,cap cip cup ujung kiri aku kecup 😘😘😘🩵🩵
aespa1.txt,Menyala aespa ku 😍❤️‍🔥
aespa1.txt,AESPAAAAAA
aespa1.txt,ON FIREE GURLSS
aespa1.txt,Giselle 🔥🔥🔥🔥🔥🔥
aespa1.txt,🔥
aespa1.txt,인천공항 팝업 운영 시간 늘려줘요😢
aespa1.txt,i love u aespa
aespa1.txt,Winter😍
aespa1.txt,Please hold it in Japan too🙇‍♂️
aespa1.txt,Lengkap lagi 😍
aespa1.txt,🫶🏻
aespa1.txt,🥰🥰🥰🥰
aespa1.txt,❤️🔥
aespa1.txt,"mga mhiema, nakakahilo na mga pa-fonts niyo pls lang"
aespa1.txt,😍😍😍😍😍
aespa1.txt,prettiessssssss
aespa1.txt,😍😍😍
aespa1.txt,Jijel❤️❤️❤️
aespa1.txt,let's goowwww girls 👻👻👻👻
aespa1.txt,เอริปึ้งมาก
aespa1.txt,kayak AI jir
aespa1.txt,yang pake celana pacarku
aespa1.txt,Chur tangkad ni minjeong
aespa1.txt,GISELLE🔥❤️
aespa1.txt,🔥🔥🫡
aespa1.txt,kaya ngeliatin aku gitu gasi?
aespa1.txt,MOTHERS
aespa1.txt,❤️🔥
aespa1.txt,bikin varshow lagi dong
aespa1.txt,Look at these 4 visuals !!!!
aespa1.txt,jijell😍
aespa1.txt,The gray is mine🩶🩶
aespa1.txt,劉知珉我以為妳打石膏
aespa1.txt,BUSET BODY GISELLE😮😮😍
aespa1.txt,6 MINUTOS
aespa1.txt,"Karina, celana lu naik sebelah 😆"
aespa1.txt,โอ้ยยยดีมากก
aespa1.txt,愛してる
aespa1.txt,gurl💋
aespa1.txt,PALING KIRI PACARKU 😘😘😘😘😘😘😘😘😘😘😘😘😘
aespa1.txt,เป๊ะ
aespa1.txt,รักนะคะ
aespa1.txt,애리야ㅈㄴ이뻐요
aespa1.txt,💙⭐️🌙🦋💙⭐️🌙🦋💙⭐️🌙🦋💙⭐️🌙🦋
aespa1.txt,👽👽👽👽
aespa1.txt,GISELLE🔥🔥🔥
aespa1.txt,GISELLE 💥💥
aespa1.txt,divas
aespa1.txt,Winter 🔥❤️
aespa1.txt,🧡🧡🧡🧡
aespa1.txt,ÆPSAAAAAAAAAA
aespa1.txt,Masterclass l'album je suis fan👏👏🔥🙌❤️
aespa1.txt,cepat sehat yaa ning
aespa1.txt,mine
aespa1.txt,hy
aespa1.txt,KEREN ABIZZZ🔥🔥
aespa1.txt,Make a trend with those pants Karina girl 🧡🔥
aespa1.txt,😍)
aespa1.txt,😋
aespa1.txt,🔥🔥
aespa1.txt,JIR JIJEL CANTIK BGT COYYYY
aespa1.txt,i love this song . really 👏 burn burn... 🔥🔥🔥 armageddon is a big war... 😂 yasshhhh
aespa1.txt,eh cakep
aespa1.txt,My girls 😍❤️‍🔥
aespa1.txt,syantikkk pisan eneng2 😍
aespa1.txt,yang tengah punya aku
aespa1.txt,Love you ningning 😍❤️‍🔥
aespa1.txt,LINDASSSAAS
aespa1.txt,omg 🩷
aespa1.txt,아마게엣 더어언
aespa1.txt,❤️❤️
