Image Name,Comment,Is_English,Sentiment Score,Category
aespa1.txt,the font's a lil bit...𝓯𝓻𝓮𝓪𝓴𝔂,True,0.0,Neutral
aespa1.txt,CANTIK CANTIK SEMUA,True,0.0,Neutral
aespa1.txt,buseng winteooo,True,0.0,Neutral
aespa1.txt,all gorgeous 😍,True,0.7906,Popular
aespa1.txt,Ningning where were you last night 😭😭😭,True,-0.8519,Unpopular
aespa1.txt,GISELLE the 4th gen hot girl,True,0.0,Neutral
aespa1.txt,CEWEK CEWEKKU😍🔥,True,0.1531,Popular
aespa1.txt,Please come to US 🇺🇸🙏🏻 for World Tour ❤️,True,0.3182,Popular
aespa1.txt,Freaky font caption,True,-0.3612,Unpopular
aespa1.txt,You are very pretty,True,0.5413,Popular
aespa1.txt,not the freaky font😭😭😭😭,True,-0.8831,Unpopular
aespa1.txt,Aespa members are pretty and cool 😍❤️‍🔥,True,0.7269,Popular
aespa1.txt,sm treat Giselle equally!!!,True,0.5538,Popular
aespa1.txt,they look so fine😍,True,0.6853,Popular
aespa1.txt,WHY ARE THEY USING THE FREAKY FONT😭😭😭😭😭😭😭😭😭,True,-0.9836,Unpopular
aespa2.txt,We love both the songs ! You guys cooked so hard 🔥,True,0.2376,Popular
aespa2.txt,Love both armageddon and supernova 😍❤️,True,0.802,Popular
aespa2.txt,"Every comeback feels like Aespa is getting more mature, it's nice to see them grow together. 🔥🔥🔥",True,0.352,Popular
aespa2.txt,I like both Supernova and Armageddon,True,0.3612,Popular
aespa2.txt,Stay healthy my girls I love you,True,0.7845,Popular
aespa2.txt,WINTER BLACK MAMBA ERAAA IS BACKKK!!!,True,0.0,Neutral
aespa2.txt,THE BEST GIRL GROUP,True,0.6369,Popular
aespa2.txt,Winter hair returns to the black mamba area,True,0.0,Neutral
aespa2.txt,#freepalestine🇵🇸 #allayesonrafah🇵🇸 #boyqotisrael,True,0.0,Neutral
aespa2.txt,KARINA CAKEUP BEUT WOI,True,0.0,Neutral
aespa2.txt,winter我的乖宝😭❤️❤️❤️,True,-0.4767,Unpopular
aespa2.txt,winter,True,0.0,Neutral
aespa2.txt,Ioveyou❤️HOUEIAKIRA,True,0.0,Neutral
aespa2.txt,The wolf is mine💙,True,0.6369,Popular
aespa2.txt,Congratulations Queens!!!!💜💙🎉✨,True,0.9611,Popular
aespa2.txt,CONGRATULATIONS 😭💗💗💗💗,True,0.9754,Popular
aespa2.txt,congrats Supernova 4th win❤️‍🔥,True,0.7003,Popular
aespa2.txt,"Giselle hairstyle is too basic, is the hair stylist an internship? If you can’t do be a hair stylist just go home and don’t work. Giselle deserve better, find a new stylist",True,0.4404,Popular
aespa2.txt,CONGRATS GIRLS!!!! SUPERNOVA 4TH WIN ❣️❣️☄️☄️👽👽💙💙🌙🌙🦋🦋⭐️⭐️,True,0.9828,Popular
aespa2.txt,"Armageddon, come on!!",True,0.0,Neutral
aespa2.txt,Congratulations 🎉🎉🎉🎉,True,0.9287,Popular
aespa2.txt,TINGGI NYA CAYANG SAYA,True,0.0,Neutral
aespa2.txt,Damn🔥 that blonde girl 🤧💗,True,0.2023,Popular
aespa2.txt,Love you Karina Giselle Ningning Winter 😍❤️ absolutely gorgeous 😍❤️,True,0.941,Popular
aespa2.txt,woooooo after a long time🔥,True,-0.34,Unpopular
aespa2.txt,Congratulations 👏,True,0.5994,Popular
aespa2.txt,MINHAS PRINCESINHAS:CC,True,0.0,Neutral
aespa2.txt,Congrats! All so beautiful 😍😍,True,0.9345,Popular
aespa2.txt,Congratulations queens ! Let's sweep them all ! 😆,True,0.7896,Popular
aespa2.txt,For the first time winter is the tallest 😂,True,0.4404,Popular
aespa2.txt,Winter back to black mamba era,True,0.0,Neutral
aespa2.txt,THEY’RE SO PRETTY OMGGG,True,0.5413,Popular
aespa2.txt,SUKA BGT OTPIT NYA,True,0.0,Neutral
aespa2.txt,Congratulations gurllllssss❤,True,0.8442,Popular
aespa2.txt,CONGRATULATIONS ON THE WIN HARDWORKING GIRLS! AND IM SO PROUD OF YOU GISELLE ON YOUR IMPROVEMENT IN VOCALS AND DANCING!,True,0.9458,Popular
aespa2.txt,Slay that fittttt❤️‍🔥,True,-0.34,Unpopular
aespa2.txt,as roupas😭😭❤️❤️❤️❤️,True,-0.7351,Unpopular
aespa2.txt,why only giselle didnt get to wear the chain belt ?,True,0.0,Neutral
aespa2.txt,DONT IGNORE BE HUMAN🇵🇸🇵🇸🇵🇸🇵🇸,True,0.2755,Popular
aespa2.txt,Both !,True,0.0,Neutral
aespa2.txt,"I LOVE YOU, AESPA ❤️❤️❤️",True,0.7125,Popular
aespa2.txt,Now that is a good Gigi outfit !!👏,True,0.5399,Popular
aespa2.txt,welcome back winter debut era,True,0.4588,Popular
aespa2.txt,#Rafahonfire🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,True,0.0,Neutral
aespa2.txt,ADDICTED TO THESE LOOKS 🖤🖤,True,0.8555,Popular
aespa2.txt,"Great job girls, love everything well earned 💙🔥🙌🏻🔥",True,0.8957,Popular
aespa2.txt,aespa hm i really love u but sm ...😭,True,-0.3407,Unpopular
aespa2.txt,ALL EYES ON RAFAH 🇵🇸 #freepalestine,True,0.0,Neutral
aespa2.txt,every comeback eats,True,0.0,Neutral
aespa2.txt,WINTER BLACK MAMBA HAIR ERA IS BACK??!!!,True,0.0,Neutral
aespa2.txt,"i mean, look at the heels 🚶‍♂️🚶‍♂️🚶‍♂️",True,0.0,Neutral
aespa2.txt,"Winter is Elsa herself, the only thing missing was the dress lol lol",True,0.5267,Popular
aespa2.txt,annyeong giselle kiyowo ur so pretty are u need gf?😍😍😍,True,0.9204,Popular
aespa2.txt,the fits 😍😍,True,0.7184,Popular
aespa2.txt,"Both songs are fire im obsessed, keep it up gurls😍❤️‍🔥",True,-0.3612,Unpopular
aespa2.txt,CANTIK CANTIK AMATTT🖤🖤🖤🖤,True,0.9571,Popular
aespa2.txt,Winter and Karina are such a twins😭🔥,True,-0.6705,Unpopular
aespa2.txt,Mothers is mothering,True,0.0,Neutral
aespa2.txt,wives,True,0.0,Neutral
aespa2.txt,"Congratulations my loves, you deserve this and much more!! <33",True,0.8475,Popular
aespa2.txt,"I don't know how to explain this feeling of pride mixed with euphoria and excitement caused by you girls, I love you so much. ☹️🤍",True,0.9193,Popular
aespa2.txt,‪Please have World Tour in USA 🇺🇸 🫰🏻We love you 💕💖,True,0.9423,Popular
aespa2.txt,💝🌹Simply Beautiful & Gorgeous 🌹💝,True,0.9538,Popular
aespa2.txt,You don’t need to tilt/edit the picture to make winter tall 🥹,True,0.0,Neutral
aespa2.txt,winter🩵,True,0.0,Neutral
aespa2.txt,"AESPA are all a great sing and dancer, all a true goddess of the K-POP 😍❤️",True,0.872,Popular
aespa2.txt,Is it me or when they say “Ima get it done” it sound like Armageddon??,True,0.4329,Popular
aespa2.txt,@cryless.official,True,0.0,Neutral
aespa2.txt,🎉CONGRATULATIONS SUPERNOVA!!🎊 Gonna wait for Armageddon one though❤️🔥😍,True,0.5972,Popular
aespa2.txt,"Proud of you, girls!!❤️🔥😍👏🏻",True,0.6467,Popular
aespa2.txt,Early,True,0.0,Neutral
aespa2.txt,First,True,0.0,Neutral
aespa2.txt,Amo,True,0.0,Neutral
aespa2.txt,CHEGUEI CEDOOOO,True,0.0,Neutral
aespa2.txt,Congratulations girlssss 😍😍👏👏,True,0.872,Popular
aespa2.txt,CONGRATULATIONS!!,True,0.6688,Popular
aespa2.txt,ATE THAT UP,True,0.0,Neutral
aespa2.txt,YES or YES 👽☄️❣️❣️❣️❣️,True,0.9768,Popular
aespa2.txt,CONGRATULATIONSS🔥👏,True,-0.34,Unpopular
aespa2.txt,AH CANTIK BGTTT,True,0.0,Neutral
aespa2.txt,Congrats guys super proud of u girls,True,0.886,Popular
aespa2.txt,CONGRATSSS,True,0.0,Neutral
aespa2.txt,CONGRATSSS❤️❤️❤️,True,0.0,Neutral
aespa2.txt,Congratulations gurls 🔥🔥🔥🔥,True,-0.5719,Unpopular
aespa2.txt,Take care Winter Ningning❤️,True,0.4939,Popular
aespa2.txt,Yess ofc 🔥🔥,True,-0.5859,Unpopular
aespa2.txt,Armageddon fightinggg,True,0.0,Neutral
aespa2.txt,both songs slaying 👊🏻🔥,True,-0.34,Unpopular
aespa2.txt,Congratulations AESPA 💜🥳🔥,True,0.8519,Popular
aespa2.txt,las amownnn,True,0.0,Neutral
aespa2.txt,Of course 🔥🔥 masterpiece,True,0.0772,Popular
aespa2.txt,WINTER IS SO TALL HERE 😭,True,-0.4767,Unpopular
aespa2.txt,yeayyy u guys deserved😍,True,0.4588,Popular
aespa2.txt,Four goddesses in front of us mere mortals 🙇‍♂️,True,0.0,Neutral
aespa2.txt,I love Armageddon more. But both of them are masterpiece,True,0.85,Popular
aespa2.txt,Mis mujeres + top 🔥🔥🔥,True,-0.6597,Unpopular
aespa2.txt,WINTER RAMBUTMUU CANTIK SEKALIII,True,0.0,Neutral
aespa2.txt,Congratulations and yes Armageddon album is great 🫶👏,True,0.8934,Popular
aespa2.txt,Yeyyy congrats!👏,True,0.5707,Popular
aespa2.txt,Congratulations Girls 🔥,True,0.3612,Popular
aespa2.txt,Literally in love with Karina hair this comeback 👏👏👏,True,0.6369,Popular
aespa2.txt,CAKEP CAKEP BANGET TOLONKKKKKKK AKKKHHHHH,True,0.0,Neutral
aespa2.txt,Congrats my girls 😍❤️‍🔥,True,0.6124,Popular
aespa2.txt,CEWEKU,True,0.0,Neutral
aespa2.txt,IMMA GET IT DONE 🔛🔝,True,0.4263,Popular
aespa2.txt,"Both songs are great, congratulations on getting first place💙🌙⭐️🦋‪",True,0.9217,Popular
aespa3.txt,I am obbssest with this outfits😍🔥,True,0.1531,Popular
aespa3.txt,GISELLE ATE SO HARD THIS COMEBACK,True,-0.2183,Unpopular
aespa3.txt,The era for WINTER: SPICY. The era for Karina: DRAMA. The era for ningning:NEXT LEVEL. The era for Giselle : ARMAGEDDON,True,0.0,Neutral
aespa3.txt,"the wordplay with armageddon being ""imma get it done"" needs to be put in the pop bible istg",True,0.0,Neutral
aespa3.txt,gisele being the main hole again..... lack of dancing again...,True,-0.3182,Unpopular
aespa3.txt,WOIII GISELLE SKSKSK GAKUATTTT,True,0.0,Neutral
aespa3.txt,my eyes are only focused on Ning ❤️‍🔥,True,0.0516,Popular
aespa3.txt,This is definitely Gisele's era!!!,True,0.5538,Popular
aespa3.txt,I can’t take my eyes of giselle 🥹,True,0.0,Neutral
aespa3.txt,this is karina and giselle era for sure .,True,0.3182,Popular
aespa3.txt,The songs is cool but in my opinion it didn‘t need the singing part in the second verse. Sounds a bit too bright for a dark type song like this. Really like the chorus though!,True,0.9141,Popular
aespa3.txt,The last winter 😭,True,-0.4767,Unpopular
aespa3.txt,Giselle’s snap and body wave 👌,True,0.7297,Popular
aespa3.txt,GISELLE SLAYED THIS COMEBACK I SWEAR ❤️❤️,True,-0.2342,Unpopular
aespa3.txt,Ningning devouring🔥🔥🔥 yes main slayer🔥🔥,True,-0.8074,Unpopular
aespa3.txt,"Its sonds like perfect song for ""Got the beat""",True,0.7351,Popular
aespa3.txt,Winter's moves are so clean and unreal smooth . Lead dancer for a reason 🔥,True,0.2712,Popular
aespa3.txt,I'm so happy to see Giselle... She improved so much in dance... It's unbelievable ❤️,True,0.8357,Popular
aespa3.txt,girl put the cd player back in stop,True,-0.296,Unpopular
aespa3.txt,They are really synchronised now..🔥,True,-0.3947,Unpopular
aespa3.txt,"Seriously, how come the main rapper sings for 2 seconds in a hip-hop song? How frustrating again.",True,-0.5574,Unpopular
aespa3.txt,The bounce at start is sooooo 🤯👑,True,0.0,Neutral
aespa3.txt,IM SUPER ADDICTED,True,0.5994,Popular
aespa3.txt,winter owns this dance🥹,True,0.0,Neutral
aespa3.txt,THE SONG IS SO GOOD OMG I LOVE IT,True,0.8377,Popular
aespa3.txt,LOVE IT SO MUCHHHHHH🖤,True,0.9013,Popular
aespa3.txt,can't wait to see itzy doing this challenge ❤️‍🔥,True,-0.2558,Unpopular
aespa3.txt,Winter at the end 😂,True,0.4404,Popular
aespa3.txt,i cant get my eyes off giselle my girlie is getting so much recognition lately!!💗💗,True,0.9078,Popular
aespa3.txt,The aespa's iconic bouncee🔥,True,-0.34,Unpopular
aespa3.txt,Ningning slayed so hard 💯🔥,True,-0.505,Unpopular
aespa3.txt,Oh yeah this Karina favorite song😂,True,0.7964,Popular
aespa3.txt,I can't with winrina popping 🔥... the girls r killing it 😍,True,-0.5859,Unpopular
aespa3.txt,JAW ON THE FLOOR,True,0.0,Neutral
aespa3.txt,winter❤️,True,0.0,Neutral
aespa3.txt,Song of the year 🔥😍,True,0.1531,Popular
aespa3.txt,"ngl this choreo feels like it was literally made for Giselle, goddamn she ATE",True,-0.1531,Unpopular
aespa3.txt,I love y’all’s outfits 😍😍,True,0.8807,Popular
aespa3.txt,YES GISELLE!! YES!!! TELL EM'!!!!!!,True,0.7627,Popular
aespa3.txt,SM better let them wear this outfit and hairstyle for music show bcs they ATE,True,0.4404,Popular
aespa3.txt,bro giselle… yeah she owning this comeback i fear,True,-0.25,Unpopular
aespa3.txt,"What amazing comeback, congratulations girls.",True,0.8271,Popular
aespa3.txt,WINTER?? TU TÁ UMA DEUSA MULHER,True,0.0,Neutral
aespa3.txt,Their dance more sharper and more synchronise! Props for them! 👏🏼👏🏼 Hardwork and practice really paid off 🙌🏼❤️,True,0.0,Neutral
aespa3.txt,AOWNEIWNSHWOSBWIW ADUHHH CAKEP BGTTT SMUA NYA INI,True,0.0,Neutral
aespa3.txt,aespa the best 💙,True,0.8555,Popular
aespa3.txt,Winter &karina popping is the pest honestly,True,0.4588,Popular
aespa3.txt,Love the outfit😍,True,0.802,Popular
aespa3.txt,Armageddon or Armageddon generally refers to the end of times or a major and devastating apocalyptic disaster in various religions and cultures. This word can also refer to a major defeat. #freepalestine,True,-0.9561,Unpopular
aespa3.txt,The siren in the backkkk,True,0.0,Neutral
aespa3.txt,This is Giselle era for sure😭,True,-0.2023,Unpopular
aespa3.txt,Best believe I'm stealing that brown fit,True,0.4588,Popular
aespa3.txt,This is Giselle's Era and we're here for it!!,True,0.0,Neutral
aespa3.txt,this is my religion,True,0.0,Neutral
aespa3.txt,Can I say that I love Giselle s hairstyle here!,True,0.6696,Popular
aespa3.txt,That’s the squad right here,True,0.0,Neutral
aespa3.txt,I can’t breathe ningning,True,0.0,Neutral
aespa3.txt,winter 🔥😍❤️‍🔥,True,-0.2023,Unpopular
aespa3.txt,and if I say giselle kinda ate up the dancers of the group??,True,0.0,Neutral
aespa3.txt,"Ugh, you guys fire it",True,-0.6369,Unpopular
aespa3.txt,ate asl,True,0.0,Neutral
aespa3.txt,The new album is soooo boring 😭,True,-0.6597,Unpopular
aespa3.txt,outfits slayed a lil to hard 😭😍,True,-0.128,Unpopular
aespa3.txt,This giselle is hitting different 🖤,True,0.6369,Popular
aespa3.txt,GISSELEEEEE ESTA IMPECAVEEEL,True,0.0,Neutral
aespa3.txt,Karina's body pop hits si hard 😭❤️,True,-0.5423,Unpopular
aespa3.txt,THIS IS GIGI’S ERA I COULDN’T STOP LOOKING AT HER,True,-0.296,Unpopular
aespa3.txt,BRO THIS IS LEGIT,True,0.0,Neutral
aespa3.txt,"Smart people will blame SM,",True,0.0772,Popular
aespa3.txt,Why winter clothe?,True,0.0,Neutral
aespa3.txt,karina’s rap in the beginning of armageddon was too good,True,0.4404,Popular
aespa3.txt,Aespa can’t be two!,True,0.0,Neutral
aespa3.txt,Wish Giselle use thus hairstyle too on comeback stage,True,0.4019,Popular
aespa3.txt,You are too perfect❤️,True,0.5719,Popular
aespa3.txt,Those were probably up cycled pants turned into warmers neat!!,True,0.6792,Popular
aespa3.txt,THE MUSIC VIDEO WAS FIREEEEE❤️‍🔥,True,-0.34,Unpopular
aespa3.txt,I wanted to see more rap from Giselle but that didnt happen😭 still proud of our queens tho x,True,0.8167,Popular
aespa3.txt,Giselle and Ningning are so in sync😩🔥🔥,True,-0.7322,Unpopular
aespa3.txt,Love this bangeerrr🔥🔥🔥,True,-0.25,Unpopular
aespa3.txt,winter🔥🔥🔥,True,-0.7351,Unpopular
aespa3.txt,they all slayed,True,0.0,Neutral
aespa3.txt,"LHAA, PDHL GUEE BRU CANDU AMA SUPERNOVAA, CANDU LAGI AMA AMARGEDDON 😭😭😭",True,-0.8519,Unpopular
aespa3.txt,The siren part is on fire!!!!,True,-0.5526,Unpopular
aespa3.txt,the bounce!😫✨,True,-0.2244,Unpopular
aespa3.txt,winter's move OMG addicted 😭🔥,True,-0.6705,Unpopular
aespa3.txt,Winter dance is so detail. Im obsessed!!,True,-0.3711,Unpopular
aespa3.txt,CAKEUP BGT OUTFITNYA,True,0.0,Neutral
aespa3.txt,Ningning so suitable with wet hair 😍,True,0.4588,Popular
aespa3.txt,This Music 🥺🥺,True,0.0,Neutral
aespa3.txt,Giselle chest move is really detailed ❤️,True,0.0,Neutral
aespa3.txt,Aespabounce too strong,True,0.5106,Popular
aespa3.txt,JIJEELLL CANTIKK BANGEEETTTTT SKSKSKSK,True,0.0,Neutral
aespa3.txt,Why does the background look like coralines other mother😭,True,-0.1531,Unpopular
aespa3.txt,GISELLE MY BIASSSSS (BTW I LOVE HOW ALL THESE COMMENTS ARE ABT HER😭SHES SO ICONIC),True,0.4278,Popular
aespa3.txt,GISELLE ERA INIMAH 😍🔥🔥,True,-0.2023,Unpopular
aespa3.txt,GUESS WHAT I'M GAY NOW,True,0.0,Neutral
aespa3.txt,"giselle dance is improve so much in this comeback. so satisyfying to watch, she really hard working for it. so proud ❤❤❤",True,0.9641,Popular
aespa3.txt,How dare you girls released SOTY😭,True,-0.4767,Unpopular
aespa3.txt,What the- GIGI?????😍😍😍,True,0.8738,Popular
aespa3.txt,This is so addictive 💕😭🎧,True,0.3535,Popular
aespa3.txt,best aespa song maybe🫣🫣🫣 sorry next level and illusion,True,0.5994,Popular
aespa3.txt,The outfits reminds me of one piece egghead arc 😅,True,0.3612,Popular
aespa3.txt,Karina moves are so clean omg 🤌,True,0.541,Popular
aespa3.txt,This dance 😍,True,0.4588,Popular
aespa3.txt,Winter ate this chero graph aahhh she's so preety,True,0.0,Neutral
aespa3.txt,"BECAUSE I WANT TO SEE IT, I WANT TO SEE IT TRULY🖤",True,0.8979,Popular
aespa3.txt,Slayed so hard 👏🖤 And yess Giselle your outfit 🔥,True,0.2748,Popular
aespa3.txt,Gorgeous,True,0.6124,Popular
aespa3.txt,Winter's bounce is on another level,True,0.0,Neutral
aespa3.txt,GISELLE THIS IS YOUR ERA DEFINITELY 🔥🔥🔥❤️❤️❤️,True,-0.4151,Unpopular
aespa3.txt,Who is the girl with orange hair ?,True,0.0,Neutral
aespa3.txt,My type😭😭😭🥶🥶🥹🥹,True,-0.8519,Unpopular
aespa3.txt,Song of the year😍,True,0.4588,Popular
aespa3.txt,@sulin10304_owo,True,0.0,Neutral
aespa3.txt,boycot,True,0.0,Neutral
aespa3.txt,Can I use your song?,True,0.0,Neutral
aespa3.txt,Addict bgt sii,True,0.0,Neutral
aespa3.txt,GISELLE YA TUHAN CAKEPNYA,True,0.0,Neutral
aespa3.txt,IMA GET IT DONE~,True,0.0,Neutral
aespa3.txt,The movements so smooth😍,True,0.507,Popular
aespa3.txt,I LOVE THIS SONG SOMUCH,True,0.6369,Popular
aespa3.txt,"there were few lines for Giselle, because she is always Karina.",True,0.0,Neutral
aespa3.txt,mothers fr,True,0.0,Neutral
aespa3.txt,the synchronization????,True,0.0,Neutral
aespa3.txt,GIGI CANTIK SEKALI OMGGGGGG😍😍😍,True,0.8402,Popular
aespa3.txt,This is too good 😭💕,True,0.6249,Popular
aespa3.txt,Choreo is LIT🔥💯 it's like they're glitching. AESPA never disappoints ❤️,True,0.3147,Popular
aespa3.txt,This Era is completely Giselle's like girls eating up the concept and the looks🔥❤️,True,0.0972,Popular
aespa3.txt,It reminds me of Itzy tho,True,0.0,Neutral
aespa3.txt,NEED THIS WET HAIR LOOK ON MUSHOW 😍,True,0.4588,Popular
aespa3.txt,Giselle so pretty with this clothes🙌,True,0.5413,Popular
aespa3.txt,Everyone is so beautiful and so is their comeback🔥🔥,True,0.294,Popular
aespa3.txt,Armageddon so addicted 😭❤️‍🔥,True,-0.6969,Unpopular
aespa3.txt,THE WET HAIR LOOK IS GIVING,True,0.34,Popular
aespa3.txt,Everyone's outfits are here are so good,True,0.5777,Popular
aespa3.txt,"Honestly coming from a blink, aespa is the only group that can get close to BP level",True,0.4588,Popular
aespa3.txt,stop karina and ningning from stealing all giselle's rapping possibilities please,True,-0.5574,Unpopular
